-1.052793e+01	-2.632997e+02	4.785457e+00	2.959304e+01	9.663077e+01	8.475353e+01	3.897273e+01	-4.218559e+02	1.037845e+02	-1.436718e+02	-2.372346e+02	5.674709e+00	2.439279e+02	-1.077882e+02	-5.667984e+02	5.346197e+02	-3.411086e+02	2.946151e+02	
3.299279e+01	3.420906e+02	-2.404139e+02	4.638383e+01	-1.783903e+02	2.812554e+02	3.548014e+01	1.090261e+02	-3.080398e+02	4.074902e+02	-1.021907e+02	-1.263805e+02	-1.206745e+02	-1.637316e+01	5.133612e+01	1.467388e+03	-1.078809e+03	2.422631e+03	
-1.482755e+02	9.749818e+00	1.575590e+02	8.865566e+01	9.956293e+01	-2.813305e+02	6.090154e+01	-1.156414e+01	1.858662e+02	-4.901766e+01	-9.586421e+01	3.551463e+02	3.864368e+02	-3.300242e+02	-4.590287e+02	-1.707313e+02	-6.283669e+02	1.602816e+03	
6.194803e+01	-1.222912e+01	-2.217181e+02	-9.702736e+01	-9.685487e+01	2.529635e+02	-1.645000e+02	1.008507e+02	-4.076724e+02	4.283656e+02	-5.966809e+01	2.869655e+02	-3.211701e+01	3.476972e+02	-9.597232e+02	-3.259943e+02	-5.426750e+02	-1.842586e+03	
-8.228248e+01	2.453184e+02	1.235965e+02	1.072316e+02	-4.111652e+01	1.447473e+02	1.643200e+01	1.470790e+02	-1.436295e+02	-1.046368e+02	4.538219e+02	-3.223838e+02	7.323544e+01	1.010345e+02	9.017084e+02	-7.835619e+02	5.461020e+01	-5.725970e+02	
-2.425805e+01	2.276423e+01	-3.123203e+01	-5.776150e+01	1.243318e+02	-3.540753e+01	-1.707880e+02	2.243944e+01	3.710291e+01	-1.557832e+01	-8.015695e+01	2.029682e+02	2.481123e+02	1.479485e+02	-2.327892e+02	-5.646752e+02	3.124663e+02	-1.550818e+02	
-1.139759e+01	2.949378e+01	2.182856e+01	-6.571285e+01	-5.733435e+01	-3.885086e+00	2.980652e+01	8.790264e+01	7.737533e+00	-2.194577e+01	-9.118101e+01	-1.096858e+02	6.345444e+01	5.028327e+02	1.592806e+02	-1.221146e+03	4.121548e+02	1.567618e+03	
-4.168334e+00	-5.466941e+01	-3.018216e+01	1.997271e+01	-6.038266e+00	-1.631550e+01	-1.337069e+00	-5.570984e+01	-9.679671e+00	-1.065083e+01	-1.049844e+01	-2.676248e+01	-1.447153e+02	1.397710e+02	-8.867881e+02	1.206631e+02	6.567633e+02	-1.792889e+03	
-1.070954e-01	5.167844e+00	2.490352e+00	-1.820397e+00	9.186225e-01	1.767611e+00	-9.931264e-01	5.312599e+00	-4.847901e-02	1.087333e+00	9.770945e-01	5.641085e+00	9.620714e+01	-1.771517e+02	-6.662372e+02	1.395528e+02	-1.215818e+02	3.945793e+03	
-1.012722e-02	-1.029819e-01	-3.925078e-02	6.019219e-03	-8.479384e-03	-4.004394e-02	1.624253e-02	-1.071760e-01	7.040422e-03	-3.691263e-02	-4.794551e-03	3.127765e-01	5.579893e+01	6.462367e+01	4.821450e+00	-1.821678e+03	2.281023e+03	-6.283918e+03	
1.357578e-04	4.057328e-04	1.153346e-04	1.244462e-04	3.336168e-05	1.502640e-04	-6.786272e-05	4.663717e-04	-9.637025e-05	1.464621e-04	-1.359638e-04	5.507879e-03	9.350166e+00	-1.546200e+02	-4.157187e+02	1.952425e+03	5.834605e+03	3.403569e+03	
-3.310728e-07	-1.547891e-07	-7.119420e-08	-1.482539e-07	-6.492082e-08	2.491351e-08	-7.608286e-08	-2.155499e-07	-7.805739e-09	-1.374314e-08	9.804991e-08	1.544075e-06	-5.740555e-01	7.747394e+02	-4.037509e+03	3.853172e+03	5.146762e+03	-3.651450e+04	
