3.823023e+00	-1.225244e+01	-2.981691e+01	4.160363e+00	-3.856276e+00	1.494263e+01	2.648339e+01	-8.121110e+00	-3.264686e+00	1.434301e+01	2.710296e+00	1.565954e+01	-3.082756e+01	7.043241e+00	2.024534e+00	-1.475844e+01	1.230496e+01	-2.492925e+01	
-2.972875e+00	1.977073e+01	1.468162e+01	-2.111719e+01	3.908505e+00	1.137863e+01	-1.564435e+01	9.073412e+00	-1.233903e+01	-5.808305e+00	1.174699e+01	-1.595840e+01	6.562885e+00	-1.614803e+01	-2.567822e+01	1.836434e+00	2.904500e+01	3.761835e+01	
-1.260555e+01	-6.628385e+00	3.159739e+01	-4.159185e+00	2.629685e+01	-1.696428e+01	-1.403416e+01	-1.175232e+00	-2.386923e+01	-7.396844e+00	-3.747517e+00	2.076043e+01	-6.626257e+00	-2.393018e+00	9.376665e+00	1.294289e+01	-3.342407e+01	-2.647315e+01	
9.644285e+00	5.987206e+00	-1.355615e+01	-1.883550e-01	-2.590056e+01	1.373064e+01	3.764054e-01	-2.298664e+01	3.076721e+00	1.625507e+01	4.717237e+00	-1.314055e+01	2.977852e+00	3.985830e+01	-5.727059e+00	-1.542058e+01	1.652557e+01	1.621566e+00	
-1.080383e+01	5.273268e+00	2.364542e+00	1.421534e+01	-2.139744e+00	8.349157e+00	-1.462878e+01	1.893862e+01	-1.139113e+01	1.230737e+01	-9.711926e+00	5.392824e+00	7.124285e-01	9.609391e+00	2.409119e+01	-1.510608e+00	1.599255e+01	7.555497e-01	
-6.242756e-01	2.129277e+01	-3.599764e+00	2.024606e+00	7.099643e+00	2.870539e+00	2.671127e+00	1.739895e+01	-1.036682e+01	-3.100283e-01	1.615360e+00	7.170633e+00	1.241482e+01	-1.405142e+01	-2.341739e+00	5.453676e+00	-2.200626e+01	2.355608e+00	
-1.690287e+00	-6.428465e+00	-4.809434e+00	-3.041239e+00	-5.218549e+00	-5.324482e+00	-4.741212e+00	2.816007e+00	1.454363e+01	9.162616e+00	-4.953593e+00	-3.397813e+00	2.534500e+00	5.733868e+00	-1.474545e+01	-1.745212e+01	5.934073e+00	-1.125323e+00	
-2.004634e-01	-2.658820e+00	1.772525e+00	3.340747e-01	1.092502e+00	2.036392e+00	2.319778e+00	-4.453484e+00	-5.803605e+00	-5.250464e+00	5.066182e-01	-2.476266e+00	-7.040838e+00	-4.376200e+00	6.193344e+00	8.245689e+00	1.087361e+00	5.083336e-01	
-1.788840e-02	3.429550e-01	-4.450648e-02	3.396766e-02	-1.946374e-02	-9.439807e-02	-2.038643e-01	4.174094e-01	3.729903e-01	4.369053e-01	-1.100734e-01	1.740361e-01	5.878134e-01	3.595721e-01	6.046583e-01	-6.449193e-01	-9.285892e-02	-4.454444e-02	
-8.784909e-05	-6.812039e-03	-2.978733e-03	-1.219179e-03	-2.745053e-03	2.847319e-04	-1.615248e-04	-6.327481e-03	-8.186362e-03	-7.161822e-03	1.048452e-03	-2.169822e-03	-9.125268e-03	-6.160281e-03	1.007884e+00	1.058978e-02	4.073541e-03	2.287659e-03	
-1.515152e-06	4.242444e-05	5.106996e-05	3.250572e-05	5.404724e-05	4.158341e-05	3.943330e-05	1.879391e-05	2.574164e-05	1.548766e-05	-1.743815e-05	-2.455023e-05	-3.381451e-06	4.285617e-06	-3.444725e-05	-2.994537e-05	-2.543486e-05	-3.557477e-05	
7.289807e-09	-3.110479e-08	-5.265931e-08	-2.510456e-08	-4.623988e-08	-4.598453e-08	-4.419124e-08	-5.219528e-10	-1.316203e-08	-6.444673e-09	1.064156e-08	2.978886e-08	2.028163e-08	5.153588e-09	1.841809e-08	1.051733e-08	1.239136e-08	6.603159e-08	
